Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,,,,,,,,,,,5.69E+12,5.79E+12,6.11E+12,6.46E+12,6.41E+12,6.30E+12,6.60E+12,6.90E+12,7.22E+12,7.39E+12,7.32E+12,7.48E+12,7.43E+12,7.60E+12,8.15E+12,8.44E+12,8.66E+12,8.97E+12,9.44E+12,9.64E+12,9.77E+12,9.72E+12,9.93E+12,1.01E+13,1.05E+13,1.09E+13,1.13E+13,1.19E+13,1.24E+13,1.30E+13,1.35E+13,1.36E+13,1.38E+13,1.42E+13,1.47E+13,1.53E+13,1.57E+13,1.59E+13,1.59E+13,1.55E+13,1.59E+13,1.61E+13,1.64E+13,1.67E+13,1.71E+13,1.76E+13,1.78E+13,1.83E+13,1.88E+13,,
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,1.400563693,4.381532521,4.421593906,-5.04553421,-1.293853591,4.013901467,2.951428145,3.998780883,-1.527534616,-3.237925786,3.03000103,0.172875185,2.288159535,7.082959332,3.311795811,2.521972803,2.693210814,4.83406104,1.348886984,0.180662241,-0.986700317,2.077967114,0.975336764,3.221332676,2.127624962,3.149065546,4.214779922,4.661917651,2.929175659,2.82012606,0.44206939,0.620549545,1.265716303,2.712756711,2.098388438,2.607365014,-0.706514851,-3.851500375,-2.117922238,3.490177594,1.515838875,3.094125633,0.642560671,2.767342858,2.804167767,0.140024659,1.505989149,1.873639992,,
Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,12.73680399,12.80614588,12.57400389,12.47939725,13.31964205,14.15864377,13.91878382,13.91636697,13.92408726,14.30195524,15.04825161,15.21700023,15.92677686,15.56717894,14.8400463,14.85211159,15.17302534,15.12535624,14.92545889,14.97322172,15.05402141,15.29327921,14.92116581,14.90247362,14.72207876,14.81751533,14.60750167,14.42876571,14.33684348,14.43784771,14.5535949,14.88788378,14.99843871,14.90928643,14.79478356,14.96635602,15.09365099,15.49042378,16.06336933,16.47006223,15.80596182,15.62932355,15.45227631,15.61034952,15.58434183,15.58777401,15.70119799,15.71335629,15.75662507,,
Medium and high-tech Industry (including construction) (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.65404543,48.96737595,48.47891853,48.86964163,49.17516693,49.22243113,49.22225503,51.70566713,51.78603866,51.57493609,51.01316733,49.57008922,50.38490027,50.41283847,50.39386239,49.31062409,49.46573927,50.61012665,51.32767874,47.42770968,48.07154919,47.59390852,47.78582382,47.50141088,48.70441687,48.32393141,47.94895583,48.31375329,47.44227153,,
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38E+12,1.43E+12,1.49E+12,1.55E+12,1.47E+12,1.47E+12,1.53E+12,1.61E+12,1.69E+12,1.80E+12,1.85E+12,1.80E+12,1.70E+12,1.79E+12,1.86E+12,1.92E+12,1.98E+12,2.04E+12,2.12E+12,2.10E+12,2.18E+12,2.32E+12,,
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,5.195177876,5.351933725,5.802159314,6.39543531,8.248864418,7.284094524,8.067953018,8.763604643,9.025773527,9.617125192,10.28338922,9.908133414,9.067079292,9.043328661,10.0333291,9.615833587,9.888722476,10.47766165,10.57957719,10.47633819,10.56031852,10.125543,10.2416796,10.49743831,11.16231175,11.81415777,11.94043643,12.30856657,12.31062982,12.96496248,14.35091126,13.15997452,13.02202296,13.4340307,14.710544,15.54402027,16.24032651,16.46348789,17.40073493,13.6926858,15.74289421,17.25875504,17.03926497,16.46848278,16.42799742,15.32224025,14.63901564,15.01121936,15.24849192,14.58119744,
Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,,,,,,,,,,,,,9.63E+11,1.03E+12,9.91E+11,9.18E+11,9.92E+11,1.09E+12,1.21E+12,1.28E+12,1.23E+12,1.25E+12,1.19E+12,1.27E+12,1.46E+12,1.57E+12,1.62E+12,1.64E+12,1.68E+12,1.73E+12,1.73E+12,1.66E+12,1.73E+12,1.81E+12,1.93E+12,2.02E+12,2.18E+12,2.34E+12,2.55E+12,2.77E+12,2.94E+12,2.93E+12,2.88E+12,3.00E+12,3.18E+12,3.38E+12,3.47E+12,3.45E+12,3.30E+12,2.89E+12,2.95E+12,3.09E+12,3.30E+12,3.42E+12,3.59E+12,3.72E+12,3.79E+12,3.93E+12,4.11E+12,4.21E+12,
Gross national expenditure (current LCU),NE.DAB.TOTL.CN,,,,,,,,,,,1.07E+12,1.16E+12,1.28E+12,1.42E+12,1.55E+12,1.67E+12,1.88E+12,2.10E+12,2.38E+12,2.65E+12,2.87E+12,3.22E+12,3.36E+12,3.69E+12,4.14E+12,4.45E+12,4.71E+12,5.00E+12,5.35E+12,5.73E+12,6.04E+12,6.19E+12,6.56E+12,6.92E+12,7.38E+12,7.73E+12,8.17E+12,8.68E+12,9.23E+12,9.89E+12,1.06E+13,1.09E+13,1.14E+13,1.20E+13,1.28E+13,1.38E+13,1.46E+13,1.52E+13,1.54E+13,1.48E+13,1.55E+13,1.61E+13,1.68E+13,1.73E+13,1.80E+13,1.88E+13,1.93E+13,2.01E+13,2.12E+13,2.20E+13,
Households and NPISHs Final consumption expenditure (constant 2010 US$),NE.CON.PRVT.KD,,,,,,,,,,,2.95E+12,3.07E+12,3.25E+12,3.42E+12,3.39E+12,3.46E+12,3.66E+12,3.81E+12,3.98E+12,4.07E+12,4.06E+12,4.12E+12,4.18E+12,4.41E+12,4.65E+12,4.89E+12,5.09E+12,5.26E+12,5.48E+12,5.64E+12,5.75E+12,5.76E+12,5.98E+12,6.18E+12,6.42E+12,6.61E+12,6.84E+12,7.10E+12,7.48E+12,7.87E+12,8.27E+12,8.48E+12,8.70E+12,8.97E+12,9.31E+12,9.64E+12,9.94E+12,1.02E+13,1.01E+13,1.00E+13,1.02E+13,1.04E+13,1.05E+13,1.07E+13,1.10E+13,1.14E+13,1.17E+13,1.20E+13,1.24E+13,1.27E+13,
"Armed forces personnel, total",MS.MIL.TOTL.P1,,,,,,,,,,,,,,,,,,,,,,,,,,2151600,,,,2240000,2180000,2120000,1920000,1820000,1720000,1635600,1572100,1533300,1594000,1575000,1454800,1420700,1467000,1480000,1473000,1546000,1498000,1555000,1540000,1563996,1569417,1520100,1492200,1433150,1381250,1347300,1348400,1359000,1379800,,
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,26.38648743,26.3865,26.3865,26.3865,26.3865,29.18336115,29.1834,29.1834,29.1834,29.1834,32.95207822,32.9521,32.9521,32.9521,32.9521,36.75120515,37.45232142,38.28433288,39.2636991,40.14483759,41.08571465,45.57115283,45.98339153,46.86377895,47.23924699,48.22698436,48.72614397,50.10726444,51.37470262,52.65958318,53.98779715,54.7706565,55.77697151,57.06659887,58.51405055,60.21147423,62.02917925,63.98905966,65.35833679,68.03204401,68.33707672,67.31040755,65.87670297,63.12058598,60.77916193,59.37789594,56.24008558,52.69917132,53.63113737,49.90833282,48.4292695,45.99689919,44.13236704,42.10896759,40.32184536,38.90820791,37.56563201,35.77436279,33.76345493,32.68899067,
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Industrial design applications, resident, by count",IP.IDS.RSCT,,,,,,,,,,,,,,,,,,,,,5775,5316,5936,5667,5862,6381,6685,7485,7588,8417,8007,9472,8999,10039,11898,10831,10524,11290,11394,11462,11536,11145,13001,13714,13913,14527,14239,15481,15463,14783,16706,17443,18812,20271,20320,22785,24405,23618,22825,22988,
Average number of visits or required meetings with tax officials (for affected firms),IC.TAX.METG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11,11,
Time required to obtain an operating license (days),IC.FRM.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.691508174,,,,,,,0.762,0.713683248,,0.701764345
"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,,,,,,,,,,,,,59.35761373,57.17389522,56.78265255,55.92017282,55.63878351,57.01166141,57.86062366,58.03896689,56.55821792,54.20216008,52.67051743,49.91122268,49.49465419,50.04738139,50.09415967,52.39717746,51.492359,52.48865319,51.63498029,48.81693541,49.92385172,50.69119584,51.38712466,52.09370078,54.15122579,55.25666352,56.60808886,55.85881118,57.46233276,55.2645937,50.81792159,50.09560545,50.77502195,54.23220626,55.74577873,55.99782172,53.30187816,45.47419871,47.63951205,52.76967154,53.52271828,51.10949872,53.10516173,54.15052306,53.87318848,49.45576283,51.4405252,52.31923161,
"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,,,,,,,,,,,,,2.14E+11,2.44E+11,2.78E+11,2.92E+11,3.11E+11,3.71E+11,4.17E+11,4.89E+11,5.46E+11,6.40E+11,6.60E+11,6.53E+11,7.18E+11,7.91E+11,8.23E+11,9.10E+11,9.63E+11,1.05E+12,1.09E+12,1.12E+12,1.15E+12,1.24E+12,1.33E+12,1.43E+12,1.53E+12,1.67E+12,1.80E+12,1.91E+12,2.11E+12,2.07E+12,1.90E+12,1.92E+12,2.06E+12,2.34E+12,2.57E+12,2.70E+12,2.62E+12,2.27E+12,2.47E+12,2.59E+12,2.72E+12,3.17E+12,3.32E+12,3.48E+12,3.50E+12,3.81E+12,3.60E+12,3.74E+12,
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.95786285,,,93.58380127,,,93.12218475,,,
Lending interest rate (%),FR.INR.LEND,4.820833333,4.5,4.5,4.5,4.5,4.535,5.625,5.633333333,6.3125,7.951666667,7.91,5.723333333,5.248333333,8.021666667,10.79833333,7.8625,6.84,6.824166667,9.056666667,12.66583333,15.26583333,18.87,14.86083333,10.79416667,12.0425,9.933333333,8.3325,8.203333333,9.315,10.87333333,10.00916667,8.463333333,6.251666667,6,7.138333333,8.829166667,8.270833333,8.441666667,8.354166667,7.994166667,9.233333333,6.921666667,4.675,4.1225,4.34,6.189166667,7.9575,8.05,5.0875,3.25,3.25,3.25,3.25,3.25,3.25,3.26,3.511666667,4.096666667,4.904166667,5.2825,
Total reserves in months of imports,FI.RES.TOTL.MO,,,,,,,,,,,3.068784653,2.698194038,3.137043256,4.104354247,4.857933212,3.892803797,3.262006523,3.297937542,3.625705149,6.103344406,6.161654509,4.082218402,4.837333048,3.912365032,2.653561802,2.924834455,3.166281019,3.265035988,2.606233194,2.803189173,2.735575893,2.601693381,2.312314766,2.397651745,2.063913247,1.955235536,1.662758646,1.257268799,1.291271197,1.073773315,0.854272097,0.938134144,1.116478103,1.198783996,1.055591112,0.903588942,0.920734981,1.065994995,1.079013567,1.920280774,2.003318902,1.961358924,2.046624204,1.594175967,1.480111113,1.350073216,1.441262202,1.487383404,1.357657453,1.548367965,
"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,17.99503194,,,,,17.06352023,,,,,16.56493967,,,,,16.71575586,,,,,16.87721789,,,,,16.13484741,,,,,15.22492707,,,,,15.7699117,,,
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bird species, threatened",EN.BIR.THRD.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,
Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,,,,,,,,,,,44.88235862,42.08344168,42.16704476,41.65962695,39.76737768,39.23220862,39.39646024,38.63134427,38.37680659,40.22624927,39.48736427,38.24390143,38.19019691,37.1660653,38.53144288,38.15133668,38.24302327,38.90338662,38.85964522,39.53388095,39.58085917,39.4609109,39.51621247,39.54542404,39.6798024,40.02174751,40.629291,41.69508369,42.28126154,41.83370155,42.26932132,42.95940236,42.35092803,41.68566317,41.20021306,39.57581791,39.66040034,39.78385948,40.07050124,,,,,,,,,,,,
CO2 emissions (kt),EN.ATM.CO2E.KT,2890696.1,2880505.507,2987207.873,3119230.874,3255995.306,3390922.571,3561878.111,3695708.943,3831354.94,4024748.853,4328904.501,4356770.034,4564952.958,4770194.948,4598487.673,4406329.539,4613100.668,4742292.745,4890861.25,4901796.244,4723209.677,4535800.308,4306748.487,4341878.347,4475192.132,4492555.377,4495463.308,4688373.177,4892526.068,4955081.421,4823403.118,4820847.219,4909533.614,5028674.444,5094354.081,5132919.92,5252112.088,5368715.354,5401010.623,5504669.379,5693684.894,5595794.329,5641309.133,5675701.926,5756075.232,5789727.291,5697285.888,5789030.561,5614110.994,5263505.457,5395532.125,5270047.385,5081999.958,5170359.99,5225412.661,5126913.374,5006302.077,,,,
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,122000000,181000000,206000000,286000000,320000000,345000000,383000000,474000000,629000000,799000000,817000000,844000000,1838000000,2748000000,2864000000,3626000000,4097000000,4286000000,3498000000,4628000000,5809000000,6421000000,5122000000,6426000000,8221000000,11382000000,12203000000,13016000000,12718000000,71143000000,96089000000,61937000000,69945000000,72278000000,73690000000,70227000000,71943000000,69953000000,69464000000,73395000000,77160000000,72174000000,81103000000,81824000000,86869000000,93760000000,1.03E+11,1.12E+11,1.34E+11,1.53E+11,1.78E+11,2.07E+11,2.34E+11,2.71E+11,2.98E+11,3.17E+11,,,,,
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net official aid received (current US$),DT.ODA.OATL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,47.59018894,39.3995682,43.5692922,49.78028298,39.68086342,53.02763392,55.41805006,52.14532621,53.08839138,59.95188582,51.87613279,67.54641223,69.71803715,76.56243287,70.50327257,90.99809431,105.0460652,125.5619309,142.5889796,153.4409994,147.3589732,132.1480062,101.0790639,124.5065632,133.6506331,130.4083274,141.6541654,137.852717,78.77659624,104.3487828,115.2840908,100.6313362,115.2579165,143.1937412,150.2273251,137.5470295,146.1515276,164.5582285,147.8915294,,
"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,,,,,,,,,,,0.698689956,0.78125,1.198501873,0.938967136,0.770341839,0.90012859,0.725163162,0.578964297,0.648801128,3.476576885,3.196635121,3.84279476,3.750586029,4.17315478,3.979525832,4.035954195,5.404906631,5.37390282,4.217644142,4.042787478,3.144866766,3.342262267,2.848085018,3.223585479,3.394795279,3.777036675,4.125002609,4.831838434,5.453120065,10.44975305,11.01357949,10.88676316,11.9135316,13.25809864,14.53544902,14.52376549,15.59210184,17.11764967,17.26899536,16.92729368,17.41549193,17.95495052,17.72679616,17.45081171,18.00034888,16.97292302,16.78491995,17.61321214,17.43035973,17.34777297,
"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,,,,,,,,,,,6680000000,7900000000,8920000000,12830000000,15520000000,12790000000,15970000000,17730000000,20310000000,30940000000,29580000000,32390000000,29180000000,30813000000,29999000000,19787000000,15481000000,14293000000,18675000000,19800000000,28560000000,24130000000,24236000000,25339000000,17134000000,20899300000,22324800000,12624800000,4280100000,9969000000,14626000000,23246000000,17505000000,29254000000,46580000000,44184000000,15979000000,64356000000,1.12E+11,1.16E+11,1.70E+11,2.02E+11,1.98E+11,1.96E+11,2.00E+11,1.85E+11,1.97E+11,2.58E+11,2.51E+11,2.36E+11,
"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,,,,,,,,,,,5070000000,4810000000,5850000000,8950000000,12110000000,12580000000,13320000000,14670000000,22160000000,33430000000,43090000000,54260000000,57140000000,54450000000,74858000000,73944000000,81583000000,93891000000,1.18E+11,1.41E+11,1.43E+11,1.25E+11,1.10E+11,1.11E+11,1.49E+11,1.89E+11,2.04E+11,2.44E+11,2.58E+11,2.93E+11,3.51E+11,2.88E+11,2.89E+11,3.18E+11,3.86E+11,4.92E+11,6.54E+11,7.53E+11,7.08E+11,5.38E+11,5.53E+11,5.89E+11,5.94E+11,6.16E+11,6.46E+11,6.40E+11,6.61E+11,7.40E+11,8.57E+11,8.99E+11,
Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024500,3025586,3026672,3027758,3028844,3029930,3031016,3032102,3033188,3034274,3035360,3040544,3045728,3050912,3056096,3061280,3066464,3071648,3076832,3082016,3087200,3089950,3092700,3095450,3098200,3100950,3100950,3097950,3097950,,
"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81E+12,3.94E+12,4.20E+12,4.45E+12,4.72E+12,4.96E+12,5.24E+12,5.54E+12,5.88E+12,6.28E+12,6.76E+12,7.07E+12,7.34E+12,7.72E+12,8.21E+12,8.75E+12,9.26E+12,9.71E+12,9.98E+12,9.84E+12,1.02E+13,1.06E+13,1.10E+13,1.13E+13,1.18E+13,1.23E+13,1.28E+13,1.33E+13,1.40E+13,1.45E+13,
Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.559757575,10.27500153,11.29687592,11.96847641,12.05394494,11.99645651,11.78709239,11.97199954,11.77779331,12.33445535,12.44420859,12.02205332,11.25081268,10.42061522,9.893989394,9.642237094,9.400246317,9.437197185,9.430630707,
Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.784728502,1.163193726,1.724202539,2.271673294,4.862780635,9.237088297,16.41935296,21.61640097,30.09319659,35.84872446,43.07916264,49.08083159,58.78540388,61.69711712,64.75825648,67.96805292,68.93119327,75,74,71,71.69,69.72946076,74.7,71.4,73,74.55420245,85.54442129,87.27488917,88.49890317,,
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,5099200,4999200,4985200,5058200,4650400,4576100,4690500,4795900,4857000,5041800,4962700,4628300,4572100,4810900,5206200,5553900,6106000,6398000,6628500,6522100,6848600,6623900,6578100,6427800,7250000,7682200,8031800,7942900,7824400,8511400,8820878,8535240,8038761,7789108,9566226,9969599,9738983,9815504,9054478,9182363,10095197,10057768,9864360,9745498,9556324,9498668,9640591,9639096,9880509,10099031,
IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,42231,44009,46309,44312,49443,51562,55721,63522,68644,76337,80520,84160,90922,84241,95522,104180,105054,101282,102246,116512,131100,148958,150200,153500,167407,182866,204182,214807,224733,231194,248249,255832,274033,283781,293706,301075,310244,313052,312046,336340,
Tax payments (number),IC.TAX.PAYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,10.6,10.6,10.6,10.6,10.6,10.6,
Time required to register property (days),IC.PRP.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,15.2,15.2,15.2,15.2,15.2,15.2,
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time to obtain an electrical connection (days),IC.ELC.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.682328701,,,,,,,0.751,0.705101609,,0.692523181
Compensation of employees (current LCU),GC.XPN.COMP.CN,,,,,,,,,,,,,42260000000,44680000000,46140000000,48910000000,51560000000,55250000000,59710000000,63020000000,67740000000,75910000000,83930000000,89110000000,94320000000,1.01E+11,1.06E+11,1.11E+11,1.18E+11,1.23E+11,1.29E+11,1.38E+11,1.38E+11,1.39E+11,1.38E+11,1.39E+11,1.40E+11,1.42E+11,1.44E+11,1.51E+11,1.59E+11,2.01E+11,2.26E+11,2.57E+11,2.73E+11,2.92E+11,3.04E+11,3.19E+11,3.40E+11,3.66E+11,3.93E+11,4.01E+11,3.98E+11,3.88E+11,3.93E+11,3.98E+11,4.07E+11,4.18E+11,4.36E+11,4.51E+11,
Taxes on exports (current LCU),GC.TAX.EXPT.CN,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8400000000,1060000000,7280000000,21270000000,-5600000000,-17080000000,21170000000,16930000000,17580000000,20000000000,34800000000,4550000000,52195000000,7306200000,34101200000,4230000000,29437300000,-15466600000,-433300000,5.11E+11,1.24E+11,2.75E+11,-1.65E+11,70660400000,3.65E+11,32020000000,2.37E+11,2.06E+11,1.56E+11,3.23E+11,84187000000,
Real interest rate (%),FR.INR.RINR,,3.107884875,3.215345976,3.374882242,2.951669,2.565913126,2.649420629,2.406227032,1.863911247,2.851773364,2.209894864,0.622615413,0.887217679,2.409732339,1.651069704,-1.281427026,1.266891587,0.575074762,1.889901106,4.034513095,5.716428322,8.594585294,8.177395441,6.618174443,8.141074854,6.563326284,6.193866167,5.592565079,5.59036709,6.690695342,6.039744378,4.91535245,3.884240009,3.546688729,4.898356142,6.594068902,6.324007949,6.60340711,7.148191904,6.45713481,6.844844182,4.626756873,3.045071176,2.224101127,1.604588934,2.981356771,4.786447662,5.223405843,3.082411335,2.468828892,2.060736714,1.137338319,1.307083111,1.46929925,1.374742175,2.195671052,2.451023108,2.17206317,2.409470035,3.276918795,
Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,,2.436557248,0.165168441,0.243168525,0.785569502,0.425926532,0.078343615,2.314009319,1.174332035,-1.262015291,1.096869842,1.068297533,0.275778267,-0.149015551,0.10978012,3.660048996,2.222549135,0.466355864,-0.320330611,0.355739279,1.458997327,1.445963794,2.0708012,2.615144004,0.611440408,0.287389259,1.142515298,0.71298736,-0.467944064,-0.718692681,0.792381763,2.721512088,2.819440997,1.006066742,0.284898772,-0.017504389,0.059081569,0.850613552,-0.1067128,-0.43272705,0.472965349,0.164115267,1.550199509,-0.279601448,0.158731349,0.098851232,0.332973951,0.747893944,-3.702119625,4.224465373,0.368734507,8.046235593,0.793148462,3.339366575,1.628725886,-0.783247465,2.124199442,0.750913017,-1.223083401,2.089541735,
Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,15106.8415,,,,,14181.32775,,,,,13425.69654,,,,,12795.19068,,,,,12164.1688,,,,,11630.7385,,,,,10985.75516,,,,,10335.32974,,,,,9797.472783,,,,,9354.940439,,,,,8979.355417,,,,,8671.155057,,,
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,11.19978177,11.10829861,11.03145176,10.96674716,10.90886014,10.866695,10.835957,10.81316752,10.80111006,10.79165211,10.72815095,10.55078866,10.39657473,10.25661981,10.12262603,9.983159427,9.849084424,9.711517698,9.57080049,9.427845507,9.311424627,9.227924529,9.147818266,9.07197799,9.001451377,8.929625322,8.855074279,8.783962353,8.712256363,8.638186731,8.557711935,8.487057801,8.413636023,8.347073261,8.289457397,8.235904272,8.185571119,8.132938775,8.084344433,8.03802303,7.985582963,7.913351271,7.846901595,7.78646312,7.721461406,7.657550879,7.591005926,7.526160209,7.462413684,7.404392186,7.350653502,7.304666978,7.258236551,7.214551374,7.167921525,7.121058094,7.075297397,7.035464907,7.003332847,6.947650789,
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-846.5548779,-818.6797311,-804.4647125,-758.5725836,-850.0503443,-795.3757235,-679.8227031,-727.705738,-601.9932964,-503.7021316,-540.2599265,-635.8104876,-830.6159274,-980.1706274,-1033.640402,-1027.881749,-1014.528899,-1013.383977,-1007.251509,-990.0617762,,,,,,,,,,,
